KeyBucket,KeyStrokes,TotalTime,VOID,Stroke1,Stroke2,Stroke3
cw,cw,0.36786424499587,,0.0004373480041977,0,0
cw,cw,0.25595666699519,,0.00014742399798706,0,0
cw,cw,0.27311830199324,,0.0001959710061783,0,0
cw,cw,0.22612217300048,,0.00014650799857918,0,0
cw,cw,0.19193013900076,,0.00018779600213747,0,0
cw,cw,0.21592126900214,,0.00018364700372331,0,0
cw,cw,0.10400710599993,,0.00013904800016462,0,0
cw,cw,0.13598675699996,,0.00017525099997329,0,0
cw,cw,0.19206670899985,,0.00018847699993785,0,0
cw,cw,0.34229006699979,,0.00017538400015837,0,0
cw,cw,0.15907433199982,,0.00018288199999006,0,0
cw,cw,0.13575379400027,,0.0002058750001197,0,0
cw,cw,0.15228830200022,,0.00012787000014214,0,0
cw,cw,0.26398234099997,,0.00016814800028442,0,0
cw,cw,0.27205262400003,,0.00016380400029448,0,0
cw,cw,0.10398546400029,,0.0001144869993368,0,0
cw,cw,0.29609477200029,,0.00024022799971135,0,0
cw,cw,0.13989806200061,,0.00013316900003701,0,0
cw,cw,0.12794048400065,,0.00024079499962681,0,0
cw,cw,0.14395799999966,,0.00013281000065035,0,0
cw,cw,1.1199098179995,,0.0001546839994262,0,0
cw,cw,0.096070363999388,,0.00024531000053685,0,0
cw,cw,0.063966218000132,,0.00020456400034163,0,0
cw,cw,0.65603509300036,,0.00013899900022807,0,0
cw,cw,0.11376671699963,,0.00012905200037494,0,0
cw,cw,0.23199856400061,,0.00013123299959261,0,0
cw,cw,0.14388804100054,,0.00016985699949146,0,0
cw,cw,0.095831179000015,,0.00012746800075547,0,0
cw,cw,0.14407427700007,,0.00012299399986659,0,0
cw,cw,0.15261949599972,,0.00012683799923252,0,0
cw,cw,0.151999101,,0.00018066999928124,0,0
cw,cw,0.31795197400061,,0.00015954399896145,0,0
cw,cw,0.22659724299956,,0.00021416200070234,0,0
cw,cw,1.2078131460003,,0.00016375700033677,0,0
cw,cw,0.11999368599936,,0.00014796300092712,0,0
cw,cw,0.091314633998991,,0.00012960900130565,0,0
cw,cw,0.012440835000234,,1.4724999346072e-05,0,0
cw,cw,0.36793647999912,,0.00013638900054502,0,0
cw,cw,0.26391935599895,,0.00020482599938987,0,0
cw,cw,0.12793357499868,,0.00013025500084041,0,0
cw,cw,0.06388459900154,,0.00018233800074086,0,0
cw,cw,0.12794174100054,,0.00012716599849227,0,0
cw,cw,0.079961253000874,,0.00015523100046266,0,0
cw,cw,0.017244245000256,,1.5490000805585e-05,0,0
cw,cw,0.015921557000183,,7.9660003393656e-06,0,0
cw,cw,0.096038970999871,,0.00016410200078099,0,0
cw,cw,0.21598640699995,,0.00013292000039655,0,0
cw,cw,0.32004053399942,,0.00013975600086269,0,0
cw,cw,0.19482625800083,,0.00032318600096914,0,0
cw,cw,0.024381712999457,,0.00031946700073604,0,0
cw,cw,0.043113802999869,,0.00024258099983854,0,0
cw,cw,0.2158036740002,,0.00037590800002363,0,0
cw,cw,0.11641794399929,,0.00016989499999909,0,0
cw,cw,0.058648193999034,,0.0002126950003003,0,0
cw,cw,0.13582233799934,,0.00048166700071306,0,0
cw,cw,1.7041021660007,,0.00049022099847207,0,0
cw,cw,0.080453534999833,,0.00023221399897011,0,0
cw,cw,0.27261069799897,,0.00014341800124384,0,0
cw,cw,0.12768207099907,,0.00019299199993839,0,0
cw,cw,0.006469563999417,,3.8592999771936e-05,0,0
cw,cw,0.20792028000142,,0.0001317009991908,0,0
cw,cw,0.11546462000115,,0.00017513999955554,0,0
cw,cw,0.079860650001137,,0.00021324600129446,0,0
cw,cw,0.26402500600125,,0.00052054700063309,0,0
cw,cw,0.13132032300018,,0.00032777399974293,0,0
cw,cw,0.19212117200004,,0.00015564500063192,0,0
cw,cw,0.23196117800035,,0.00015756300126668,0,0
cw,cw,0.10421881799994,,0.00012659700223594,0,0
cw,cw,0.0035222260012233,,1.7703998310026e-05,0,0
cw,cw,0.28859871500026,,0.00016134000179591,0,0
cw,cw,0.1121847109971,,0.00047869300033199,0,0
cw,cw,0.13564616800068,,0.00042383799882373,0,0
cw,cw,0.42357191100018,,0.00038994699934847,0,0
cw,cw,0.088034243002767,,0.00011506800001371,0,0
cw,cw,0.16805588499847,,0.00042178999865428,0,0
cw,cw,0.020347116998892,,3.6078003176954e-05,0,0
cw,cw,0.11217696499807,,0.00012549899838632,0,0
cw,cw,0.10432443999889,,0.00017964500148082,0,0
cw,cw,0.16001070100174,,0.00043630799700622,0,0
cw,cw,0.010308518998499,,5.1333001465537e-05,0,0
cw,cw,0.008480320997478,,4.4069001887692e-05,0,0
cw,cw,0.28856364899912,,0.00012006199904135,0,0
d**,dwA,0.41599998400125,,0.00015048799832584,0.23175194999931,0
cw,cw,0.20788697799799,,0.00013334300092538,0,0
d**,dwo,1.0639759969781,,0.00046339095570147,0.41491748200497,0
cw,cw,0.10406820604112,,0.00028582598315552,0,0
cw,cw,1.2083243149682,,0.00020429701544344,0,0
cw,cw,0.071489451045636,,0.00038898998172954,0,0
cw,cw,0.24762169102905,,0.00040580902714282,0,0
cw,cw,0.30457066796953,,0.00019152101594955,0,0
cw,cw,0.027841946983244,,4.8264977522194e-05,0,0
cw,cw,0.095605955983046,,0.00068280898267403,0,0
cw,cw,0.19495567504782,,0.00015800603432581,0,0
cw,cw,0.27400427300017,,0.00018207199173048,0,0
cw,cw,0.69565072801197,,0.00036299001658335,0,0
cw,cw,0.095507237012498,,0.00039703398942947,0,0
cw,cw,0.8966531319893,,0.00015162903582677,0,0
cw,cw,0.92844742903253,,0.00012528197839856,0,0
cw,cw,0.012557470996398,,3.2418000046164e-05,0,0
cw,cw,0.11145298799966,,0.00046716799261048,0,0
cw,cw,1.1279477889766,,0.00025443400954828,0,0
cw,cw,0.99344331701286,,0.00018766999710351,0,0
cw,cw,0.095867849013302,,0.00040366599569097,0,0
cw,cw,0.18394520302536,,0.00031401397427544,0,0
cw,cw,0.20011881098617,,0.00045963498996571,0,0
cw,cw,0.063911258999724,,0.00016085599781945,0,0
cw,cw,0.027056178019848,,0.00014173600357026,0,0
cw,cw,0.013578090001829,,9.1370951849967e-05,0,0
cw,cw,0.0074493909487501,,9.3909911811352e-06,0,0
cw,cw,0.034988832019735,,4.2271974962205e-05,0,0
cw,cw,0.026745459006634,,4.3576001189649e-05,0,0
cw,cw,0.39191442303127,,0.00018188398098573,0,0
cw,cw,0.017049228015821,,0.00017427001148462,0,0
cw,cw,0.079465179005638,,0.00047518301289529,0,0
cw,cw,0.21655382099561,,0.00012033904204145,0,0
cw,cw,0.1759836160345,,0.00012184999650344,0,0
cw,cw,0.11129837302724,,0.00043152400758117,0,0
cw,cw,0.38350067503052,,0.00040645996341482,0,0
cw,cw,0.31178017897764,,0.0001665530144237,0,0
cw,cw,0.26403104804922,,0.00014111498603597,0,0
cw,cw,0.33325314399553,,0.0001519059878774,0,0
cw,cw,0.20747452200158,,0.00044064701069146,0,0
cw,cw,0.11154308804544,,0.00057451101019979,0,0
cw,cw,0.20013713603839,,0.00013637699885294,0,0
cw,cw,0.23144388402579,,0.00047823798377067,0,0
cw,cw,1.3456960649928,,0.00028203596593812,0,0
cw,cw,0.67210083897226,,0.00082245701923966,0,0
cw,cw,0.59998205804732,,0.00045512296492234,0,0
cw,cw,0.39986780000618,,0.00011824199464172,0,0
cw,cw,0.21619295398705,,0.00013361504534259,0,0
cw,cw,0.17635026597418,,0.00013120600488037,0,0
cw,cw,0.15202180697815,,0.00013300904538482,0,0
cw,cw,0.16857491998235,,0.00013973098248243,0,0
cw,cw,2.5841470930027,,0.00039031001506373,0,0
cw,cw,1.0003272710019,,0.00046717195073143,0,0
cw,cw,0.039907493046485,,9.4720162451267e-06,0,0
cw,cw,0.29591286502546,,0.00011975597590208,0,0
cw,cw,0.087653213995509,,0.00042488699546084,0,0
cw,cw,0.14403136901092,,0.00016902800416574,0,0
cw,cw,0.16014674300095,,0.00020092003978789,0,0
cw,cw,0.31921034998959,,0.00053239898988977,0,0
cw,cw,0.20001770701492,,0.00016437697922811,0,0
cw,cw,0.21547628298867,,0.00021207000827417,0,0
cw,cw,0.21601341798669,,0.00015304697444662,0,0
d**,dwi,0.43958336499054,,0.00052332098130137,0.1989168029977,0
cw,cw,0.18432864401257,,0.00035683903843164,0,0
cw,cw,0.095981289981864,,0.00014548195758834,0,0
cw,cw,0.063556251989212,,0.00043502397602424,0,0
cw,cw,0.13548669102602,,0.00053697702242061,0,0
cw,cw,0.072036859986838,,0.0001431200071238,0,0
cw,cw,1.0473268650239,,0.00057099998230115,0,0
cw,cw,0.21199849899858,,0.00057781400391832,0,0
cw,cw,0.19202942104312,,0.00016714801313356,0,0
